Group/Artist,Song,Score,Comment,YT Link,Due November 1st
T-ara,Roly-Poly,11,"The ultimate K-pop disco song, and my favorite girl group song ever. The song is heavily inspired by Bee Gees - but has better songwriting, modern production, and less structural flats. It's simply pure pop perfection from a musical, sonic, and arrangement standpoint. Proof that you don't need to be overly complex in songwriting, as this song eschews the typical K-pop songwriting values in favour of something simple, and that often, simplicity is the ultimate sophistication. This was written in the time it takes to take a pee. Amazing intro on par with K-pop's best (think ""Sorry Sorry"", ""I Am The Best"", ""Lucifer""), Four chords that stay the same all throughout, verses that are probably the strongest verses in Kpop, with multiple melodies woven together leading to one of Kpop's best ever choruses, a spectacle of sublime pop catchiness, with an equally addictive choreography. Also have to talk about the hilarious rap break and how it's proof that all of us are bigger than our problems, Hwayoung couldn't ruin the song with her rap, and T-ara with her bullshit - T-ara actually became the second best-selling girl group behind SNSD after the ""scandal"", and was the Hallyu wave in China. Hence, we, too, should be reminded that we are bigger than our problems, and our problems are only the rap break, some unfortunate attempt to bring us down, but because all of us are Roly Polys we're not going to be brought down by it.",https://www.youtube.com/watch?v=xyKdijPsPJw,
T-ara,Roly-Poly in Copacabana,10,"I still like the original better, but only slightly.",https://www.youtube.com/watch?v=3Xolk2cFzlo,
T-ara,Cry Cry,10,"Like I've said in ""You Drive Me Crazy"", Britney is a very common inspiration for T-ara, and they always make it better, this time by Flamenco-ing up ""Oops! I Did It Again"".",https://www.youtube.com/watch?v=5M69TE1yzt4,
T-ara,Lovey-Dovey,10,"Roly Poly 2.0, it's also the inferior song, but still an absolute banger, and also has one of my favorite T-ara choreos.",https://www.youtube.com/watch?v=CJ0djllyqwY,
T-ara,Day by Day,10,"Like I've said in ""You Drive Me Crazy"", Britney is a very common inspiration for T-ara, and they always make it better, this time by Ennio Morricone-ing up ""Criminal"". Also has the best MV ever.",https://www.youtube.com/watch?v=kb6mCsvLqP0,
T-ara,Sexy Love,10,"EBM x Dubstep x Pop music extravaganza, one of T-ara's best. One of the best MVs ever too.",https://www.youtube.com/watch?v=ShVRP09NCO4,
T-ara,Number Nine,10,T-ara went satanistic when they realized stupid K-netz will hate em regardless of what they do and they gave us a gem that is this song.,https://www.youtube.com/watch?v=Qk52ypnGs68,
T-ara,Because I Know,10,"MBK ballads done right is the best type of ballad there is, benefiting from great songwriting, a mid-tempo beat, imaginative backings, and non-reliance on vocal caterwauling.",https://www.youtube.com/watch?v=7IzezDJrHoU,
T-ara,Do You Know Me,10,"Who knew Eunjung didn't have monopoly on short hair in T-ara? Jiyeon bias-wrecked me so hard during this era, and the experience was made even more pleasant as the song is another T-ara masterpiece, reminiscent of ""Wae Ireoni"". Actually a remake of Sand Pebbles' ""What Should I Do"", T-ara gives the psychedelic pop song a modern spin and makes it better.",https://www.youtube.com/watch?v=u6oprfVLxAQ,
T-ara,Hide & Seek,10,I told y'all MBK ballads are just a few steps ahead of the game.,https://www.youtube.com/watch?v=nyGV8RLey-8,
T-ara,Sugar Free,10,The ultimate K-pop club EDM banger. This pop/metal song just fucking bangs!,https://www.youtube.com/watch?v=q_eo5j5sib8,
T-ara,So Crazy,10,"Inferior to Bravesound's other amazing banger of that year in AOA's ""Heart Attack"", but utilizes similar ideas - and the result is still an amazing banger. The tremolo guitars and brisk rhythms are the star of the show, but the songwriting is also very strong.",https://www.youtube.com/watch?v=maSoUetHock,
T-ara,Tiamo,10,eh eh eh eh eh eh eh. See MBK ballads really are the shit.,https://www.youtube.com/watch?v=xJHUKzz1vss,
T-ara,What's My Name?,10,"Originally a 7, but then I remember the feelings I've associated with this song...",https://www.youtube.com/watch?v=_eQTd-fsKsQ,
T-ara,Overall,10,"tl;dr my ults

Well, they're my ults, if I could give an overall score of 11, I'd ask if I can give 12 and write down 13. Much has been said by me about their music and how much I like them, and I really really do like their music, if my scores on them aren't indicative enough of my love for their music, I don't know what would. But despite all of that, the reason why they're my ults is for something much greater than music -  I related to them. Very deeply. You see, back during their ""exodus"" from Korea because of that bullshit ""scandal"", I was also facing troubling times, and it felt like I really connected with them; facing scrutiny from everyone I know and being forced to assume an identity because of other people's erroneous narrative. Their revival, and subsequent explosion in popularity in China and Mongolia as the face of the Hallyu Wave in the region (they're widely recognized in Korea and China as the biggest K-pop girl group in China and at one point around 2017 they were the runaway most popular K-pop group in China, about 90% of China's regions picked T-ara as the most popular group), really opened my eyes to the opportunities present to me if I step out of my comfort zone and welcomed change in my life, and boy did my life turn around for the better circa late 2015. K-pop has always been linked to changes in the outlook of impressionable young people's lives, for better or worse, and I can confidently say that this ""stupid gay kpoop bullshit"" helped me up because of T-ara. They were as instrumental as my faith in Jesus in shaping me into the person I am today, I owe so much to these lovely ladies who do not even know me, but I guess that's the power of music and one of the few benefits in being a celebrity. I just love them so much, and their reunion now is one of the best moments of my 2020, I shit you not, as shallow as that sounds, seeing my ults, who have helped me become the person I am today, getting back together and getting all the love and recognition that they deserve, really puts a smile to my face.",,
Wonder Girls,Irony,4,Songwriting falls a bit flat.,https://www.youtube.com/watch?v=uxFxoLxmcdg,
Wonder Girls,Tell Me,10,"Probably the first K-pop song to sound like the K-pop we all know, this stripped-back, smooth, and unabashedly 80s production (down to that sampled moaning) comes from K-pop's most retro producer (je wa pi) and the result is a better 80s song than most 80s songs. It's really simple too, but it works really well.",https://www.youtube.com/watch?v=BlHv3BbBv6A,
Wonder Girls,So Hot,9,"The light electro feel coupled with the syncopated beat really lifts the song up. This is basically re-made in Wanna.B's ""Why?"" and that's also the better because it solves the problem this song had, namely the mixing.",https://www.youtube.com/watch?v=lmun5PO54VE,
Wonder Girls,Nobody,10,"This fucking amazing Motown/80s hybrid should've been the direction JYP went with Wonder Girls, imagine what could've been.",https://www.youtube.com/watch?v=QZBn1e9pr2Q,
Wonder Girls,2 Different Tears,5,"Another 80s gem from Wonder Girls, not the best thing they did, but still pretty good.",https://www.youtube.com/watch?v=Rxh3_sr5UAE,
Wonder Girls,Be My Baby,5,Wonder Girls were unashamedly 80s and honestly did the 80s better than everyone else than average. They can even get pentatonic melodies right.,https://www.youtube.com/watch?v=3fy4cqWMhyI,
Wonder Girls,The DJ Is Mine,5,One of the reasons Wonder Girls' songwriting holds up is because it's married to brisk tempos and cool 80s sounds.,https://www.youtube.com/watch?v=doXnuStEf2I,
Wonder Girls,Like This,10,"A better late 80s to early 90s R&B/Rap song than almost every song of that era. A cool old-school beat with infectious fun in the topline, with an MV that perfectly fits the vibe of the song.",https://www.youtube.com/watch?v=7EZTUYwjWBs,
Wonder Girls,Like Money,3,"People shit on this song and honestly it's all unwarranted, this song isn't the worst.",https://www.youtube.com/watch?v=quE6Cq4Q2bs,
Wonder Girls,I Feel You,8,"A big 80s pop song without a big 80s pop chorus, ah what could've been. But even with a less than stellar chorus, the song is a fucking bop. And the album too, one of the best albums in pop music ever.",https://www.youtube.com/watch?v=V9QXQz6uE0M,
Wonder Girls,Why So Lonely,9,Wonder Girls can pull off any retro concept.,https://www.youtube.com/watch?v=PYGODWJgR-c,
Wonder Girls,Overall,10,"My first ever girl group, and sure ""Irony"" didn't stand out that much, and I thought ""Into The New World"" was better, and even though SNSD was the first to introduce me to the concept of ""pop girl groups that don't suck"" with said iconic debut, Wonder Girls is still the very first girl group I ever stanned. Part of it is because I was turned off by the sheer amount of members SNSD had, but a bigger part of it is because I enjoyed Wonder Girls' subsequent releases and I fell in love with their retro concept and quirkiness on TV. They're one of the most retro-sounding girl groups ever, and one of the best. Their music is honestly still top-tier to me and they really did not have any shit song. Shame they didn't become as popular as they should've been, but thankfully they're still rightfully remembered as one of the biggest players in the hallyu wave.",,
